"제조국","브랜드","이름","최소가격","최대가격","차종","엔진","최소연비","최대연비","최소출력","최대출력","출시년도","차량번호","내용","상세사진","색상1","색상2","색상3","색상4","색상5","색상6","색상7","색상8","색상9","색상10","색상1코드","색상2코드","색상3코드","색상4코드","색상5코드","색상6코드","색상7코드","색상8코드","색상9코드","색상10코드"
"한국","쉐보레","더 뉴 트레일블레이저",2699,3339,"소형 SUV","가솔린","11.6","12.9","156","156",2025,46597,"더 완벽하게 돌아온 THE IMPACT SUV, TRAILBLAZER  더 뉴 트레일블레이저는 GM의 스마트 엔지니어링 프로세스를 통해  E-Turbo 엔진과 최적의 조화를 이루는 바디 스트럭처를 완성하였습니다 ",46599,"스털링 그레이(GZB) ","어반 옐로우(GHS) ","밀라노 레드(GFM) ","피스타치오 카키(GVR) ","모던 블랙(GB0) ","스노우 화이트 펄(GP5) ","토피넛 브라운(G98) ","퓨어 화이트(GAZ) ","마리나 블루(GKN) ","새비지 블루(GLN) ","#a9adb1","#aa914a","#9b2830","#94a07c","#30322D","#F1F3F2","#8d5a27","#EDEDF3","#2b9fcf","#0182c5"
"유럽","아우디","The New RS3",7691,7770,"중형","가솔린","8.8","8.8","401","407",2021,46760,"더 뉴 RS3는 RS 초고성능 소형 세단   세단 모델 A3의 콤팩트한 크기와 스포티함을 RS 시그니쳐 디자인과 균형 있게 조합한 모델이다 ",46762,"Myth Black Metallic(LY9T) ","Daytona Gray Pearl ","Kemora Grey Metallic ","Kyalami Green ","Python Yellow Metallic ","Turbo Blue ","Glacier White Metallic ","Tango Red Metallic(LY3U) ",NULL,NULL,"#090909","#494a4c","#5f6873","#7eb44f","#dbc22f","#145aa9","#c0c4c3","#95060c",NULL,NULL
"한국","기아","더 뉴 쏘렌토",3506,4682,"중형 SUV","가솔린, 디젤","9.3","14.3","194","281",2024,46824,"The Mainstream The new Sorento  뚜렷한 주관과 진취적인 라이프로 세상의 생각을 바꾸는 당신  기아 대표 SUV의 존재감과 헤리티지",46826,"스노우 화이트 펄(SWP) ","인터스텔라 그레이(AGT) ","오로라 블랙 펄(ABP) ","볼캐닉 샌드 브라운(BN4) ","시티스케이프 그린(CGE) ",NULL,NULL,NULL,NULL,NULL,"#e6e7e6","#575859","#0f0f0f","#9b9589","#41504c",NULL,NULL,NULL,NULL,NULL
"한국","기아","더 뉴 쏘렌토 HEV",3929,4915,"중형 SUV","가솔린 하이브리드","13.8","15.7","180","180",2024,46827,"The Mainstream The new Sorento  뚜렷한 주관과 진취적인 라이프로 세상의 생각을 바꾸는 당신  기아 대표 SUV의 존재감과 헤리티지",46829,"스노우 화이트 펄(SWP) ","인터스텔라 그레이(AGT) ","오로라 블랙 펄(ABP) ","볼캐닉 샌드 브라운(BN4) ","시티스케이프 그린(CGE) ",NULL,NULL,NULL,NULL,NULL,"#e6e7e6","#575859","#0f0f0f","#9b9589","#41504c",NULL,NULL,NULL,NULL,NULL
"한국","현대","더 뉴 아반떼 N",3352,3568,"준중형","가솔린","10.4","10.6","280","280",2025,46877,"The new AVANTE N  아반떼 N 라인은 아반떼 기본 모델에 N의 스포티한 감성을 더한 디자인 차별화 모델이다 ",46879,"메타 블루 펄(PM2) ","퍼포먼스 블루(XFB) ","얼티메이트 레드 메탈릭(R2P) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","에코트로닉 그레이 펄(PE2) ","어비스 블랙 펄(A2B) ","인텐스 블루 펄(YP5) ",NULL,NULL,"#616b86","#6995c2","#7e1516","#aaadb2","#eaeaea","#3a3c3d","#000000","#031152",NULL,NULL
"일본","토요타","Alphard",9920,9920,"RV/MPV","가솔린, 하이브리드","13.5","13.5","250","250",2024,47756,"품격 있는 여정을 위한 완벽한 선택  플래그십 미니밴 ALPHARD",47758,"Precious Metal ","Black ","Platinum White Pearl Mica ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#a6a8a5","#000000","#ffffff",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"일본","혼다","All New Pilot",6940,6940,"대형 SUV","가솔린","8.4","8.4","289","289",2024,47843,"SUV의 당당함을 강조한 비율과 와이드하면서도 심플한 스타일링으로 파워풀한 인상을 더했습니다   가족과 사회, 나를 중심으로 자유롭게 확장되는 PILOT만의 라이프스타일을 담았습니다 ",47845,"Platinum White Pearl ","Modern Steel Metallic ","Crystal Black Pearl ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#faf9f7","#45464b","#403d43",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","기아","더 레이 EV",2735,2955,"경형","전기","5.1","5.1","87.4","87.4",2024,47863,"작지만 가장 넓게 쓰이는, 생활 EV의 시작  하이테크 편의성을 더한 경형 최대 공간 레이 EV",47865,"아스트로 그레이(M7G) ","오로라 블랙 펄(ABP) ","스모크 블루(EU3) ","클리어 화이트(UD) ","밀키 베이지(M9Y) ","아쿠아 민트(AEQ) ",NULL,NULL,NULL,NULL,"#51524d","#0f0f0f","#143349","#F8FAF9","#E9E8DF","#A4C6C1",NULL,NULL,NULL,NULL
"한국","모빌리티네트웍스","SE-A",3980,3980,"화물","전기","4.4","4.4","136","136",2023,47955,"국내 유일 신충돌법규 인증 소형전기화물차 SE-A   Smart Driver가 선택한 Safe Driving을 위한 기술로 넓은 적재함 대비 첨단 안전 편의를 적용했다 ",47957,"Natural White ","Modern Black ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#ffffff","#000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","The New GLE-Class",11300,16060,"대형 SUV","가솔린, 디젤, 전기, 하이브리드","8","11.4","269","435",2024,48086,"럭셔리 SUV의 새로운 기준을 제시하는 자동차  48볼트 EQ부스트와 2세대 통합 스타터 제네레이터가 적용된 강력한 엔진  어떤 지형에서도 편안하고 민첩한 드라이빙 퍼포먼스",48088,"Emerald Green Metallic(989U) ","Selenite Grey(297) ","Manufaktur Alpine Grey(956U) ","High-tech Silver(922U) ","Manufaktur Hyacinth Red Metallic(996U) ","Obsidian Black(197U) ","Sodalite Blue Metalic(842U) ","Polar White(149U) ","Manufaktur Diamond White Bright(885U) ",NULL,"#18221f","#6b6e71","#8f8e94","#bfbfc4","#a0130d","#424242","#465c8b","#fafafa","#fafafa",NULL
"한국","현대","아이오닉 5 N",8005,8005,"중형 SUV","전기","3.7","3.7","641","641",2023,48471,"Everyday N Life  650마력, 제로백 3 4초  일상에서도, 한계 주행이 계속되는 서킷에서도,  고성능 전기차 아이오닉 5 N은 지치지 않는 퍼포먼스를 보여줍니다 ",48473,"퍼포먼스 블루 매트(XGE) ","퍼포먼스 블루(XFB) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","에코트로닉 그레이 펄(PE2) ","어비스 블랙 펄(A2B) ","소울트로닉 오렌지 펄(SOP) ","에코트로닉 그레이 매트(NET) ","아틀라스 화이트 매트(WAM) ","그래비티 골드 매트(W3T) ","#6995c2","#6995c2","#aaadb2","#eaeaea","#3a3c3d","#000000","#A0271C","#3a3c3d","#eaeaea","#93948a"
"한국","르노코리아","QM6 Quest",2495,3220,"화물","LPG","8.7","8.7","140","140",2025,48525,"QUEST는 세상에 존재하지 않던 독창적 SUV를 추구한다는 의미를 담고 있습니다  다양한 라이프 스타일 트렌드를 충족하는 신개념 SUV를 만나보세요",48522,"솔리드 화이트 ","클라우드 펄 ","어반 그레이 ","메탈릭 블랙 ","녹턴 블루 ","퍼플 블랙 ",NULL,NULL,NULL,NULL,"#F6FAF8","#ECEDE7","#323339","#050710","#274272","#2D2138",NULL,NULL,NULL,NULL
"유럽","BMW","The New 5 Series",6880,9540,"준대형","가솔린, 디젤, 전기, 하이브리드","11.1","15.9","190","299",2024,48640,"편안함, 스포티함 그리고 역동성을 갖춘 뉴 5시리즈   5시리즈 풀체인지는 한층 커진 차체와 선명한 외관 디자인, 현대적인 디자인에 럭셔리함이 더해진 실내가 특징이다 ",48642,"Carbon Black metallic(416) ","Black Sapphire metallic(475) ","Cape York Green Metallic(C5Y) ","Alpine White(300) ","Brooklyn Grey(C4P) ","Sophisto Grey Brilliant Effect(A90) ",NULL,NULL,NULL,NULL,"#05080e","#030406","#394b43","#d7d8d2","#9da3a3","#202123",NULL,NULL,NULL,NULL
"유럽","BMW","i5",9290,10170,"준대형","전기","4.1","4.1","340","340",2024,48659,"i 순수전기 뉴 5시리즈 i5   친환경 전기, 최적화된 Co2 배출량   보다 지속 가능한 미래를 향한 여정을 위해 ",48669,"Carbon Black metallic(416) ","Black Sapphire metallic(475) ","Cape York Green Metallic(C5Y) ","Alpine White(300) ","Brooklyn Grey(C3P) ","Sophisto Grey Brilliant Effect(A90) ",NULL,NULL,NULL,NULL,"#05080e","#030406","#394b43","#d7d8d2","#9da3a3","#202123",NULL,NULL,NULL,NULL
"유럽","BMW","i5 M",13490,13890,"준대형","전기","3.8","3.8","601","601",2024,48677,"i5는 보다 지속 가능한 미래를 향한 여정에 기여하고 있습니다   제조 공정에서 2차 소재를 채택하고 친환경 전기를 사용함으로써,  고객에게 인도되기 전부터 이미 Co2 배출량을 최적화하고 있습니다 ",48679,"Carbon Black metallic(416) ","Alpine White(300) ","Brooklyn Grey(C3P) ","Sophisto Grey Brilliant Effect(A90) ",NULL,NULL,NULL,NULL,NULL,NULL,"#05080e","#d7d8d2","#9da3a3","#202123",NULL,NULL,NULL,NULL,NULL,NULL
"유럽","BMW","New iX3",7850,8260,"중형 SUV","전기","4.1","4.1","286","286",2024,60971,"X3의 주행성능과 5세대 eDrive 기술의 효율성의 장점을 결합한 iX3   최대 344km의 1회 충전 주행 가능 거리와 혁신적인 드라이빙 테크놀로지로 이상적인 드라이빙을 여러분에게 제공합니다 ",60973,"Phytonic Blue(C1M) ","Carbon Black(416) ","Mineral White metallic(A96) ","Sophisto Grey(A90) ","Cashmere Silve(A72) ",NULL,NULL,NULL,NULL,NULL,"#235780","#05080e","#d5d6d0","#32312f","#a19a95",NULL,NULL,NULL,NULL,NULL
"일본","혼다","All New Accord",4390,5340,"준대형","가솔린, 하이브리드","12.9","16.7","147","190",2024,62911," 대표적인 중형 세단으로 지난 약 50년간의 헤리티지를 기반으로 북미 시장에서 가장 많이 판매된 베스트셀링 모델로 꼽힌 Accord   이번 11세대 완전 변경을 통해 세련되고 고급스러운 디자인과 다이내믹 퍼포먼스를 강화했다 ",62913,"Radiant Red Metallic ","Platinum White Pearl ","Meteoroid Gray Metallic ","Urban Gray Pearl ","Crystal Black Pearl ","Canyon River Blue Metallic ",NULL,NULL,NULL,NULL,"#7f141c","#faf9f7","#5f636b","#6e7482","#403d43","#272a43",NULL,NULL,NULL,NULL
"한국","제네시스","GV80 F/L",6930,8080,"대형 SUV","가솔린","7.9","9.3","304","380",2024,67498,"과감하고 진보적인, 브랜드의 프리미엄 SUV   GV80는 완벽한 균형과 유려함의 디자인 아이덴티티를 계승하고 럭셔리한 공간과 정제된 성능, 정교한 안락함과 안전성의 가치를 강화하여  진정한 럭셔리 브랜드의 품격과 자신감을 선사합니다 ",67500,"우유니 화이트(UYH) ","세빌 실버(SSS) ","비크 블랙(PH3) 일반","마칼루 그레이(NCM) ","카프리 블루(NRB) ","스토르 그린(KGN) ","마우나 레드(RJK) ","바로사 버건디(BJK) ","마칼루 그레이(MPE) ","마테호른 화이트(FT7) ","#ffffff","#AFADAE","#0d151a","#232C33","#001739","#18231b","#7f0b0c","#311e24","#252932","#ffffff"
"한국","제네시스","GV80 Coupe",8255,9190,"대형 SUV","가솔린","7.8","8.3","304","415",2024,67501,"과감하고 진보적인, 브랜드의 프리미엄 SUV   GV80는 완벽한 균형과 유려함의 디자인 아이덴티티를 계승하고 럭셔리한 공간과 정제된 성능, 정교한 안락함과 안전성의 가치를 강화하여  진정한 럭셔리 브랜드의 품격과 자신감을 선사합니다 ",67503,"우유니 화이트(UYH) ","세빌 실버(SSS) ","비크 블랙(PH3) 일반","마칼루 그레이(NCM) ","카프리 블루(NRB) ","베링 블루(GBE) ","스토르 그린(KGN) ","마우나 레드(RJK) ","바로사 버건디(BJK) ","마칼루 그레이(MPE) ","#ffffff","#AFADAE","#0d151a","#232C33","#001739","#7b8086","#18231b","#7f0b0c","#311e24","#252932"
"한국","EVKMC","마사다 QQ밴",1950,1950,"경형","전기","4.5","4.5","19.04","19.04",2023,102427,"효율적인 초소형밴을 경험하다  탁월한 적재공간뿐 아니라 자리배치로 더욱 효율적으로 사용하는 마사다QQ 초소형전기밴 출시",102447,"스노우 화이트 펄(SWP) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#e6e7e6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","더 뉴 아반떼",1975,2826,"준중형","가솔린, LPG","10.3","15","120","123",2025,109403,"지금, 더 매력적인 AVANTE  한층 더 진보된 기본기와 함께,  디테일이 다른 새로운 라이프스타일이 시작됩니다 ",40596,"메타 블루 펄(PM2) ","얼티메이트 레드 메탈릭(R2P) ","플루이드 그레이 메탈릭(M6T) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","에코트로닉 그레이 펄(PE2) ","미라지 그린(RRR) ","어비스 블랙 펄(A2B) ","아마존 그레이 메탈릭(A5G) ","인텐스 블루 펄(YP5) ","#616b86","#7e1516","#696969","#aaadb2","#eaeaea","#3a3c3d","#70848b","#000000","#464c45","#031152"
"한국","기아","더 뉴 K5",2435,3526,"중형","가솔린, LPG","9.4","16.1","141","180",2018,109423,"The new K5  세단 디자인의 혁신과 진보를 상징하는 K5의 캐릭터가 스포티하면서도  모던한 세련미를 더한 감성으로 재탄생 했습니다 ",109425,"스노우 화이트 펄(SWP) ","울프 그레이(C7S) ","인터스텔라 그레이(AGT) ","문스케이프 매트 그레이(KLM) ","오로라 블랙 펄(ABP) ","그래비티 블루(B4U) ","요트 블루(DU3) ",NULL,NULL,NULL,"#e6e7e6","#767a80","#575859","#5f6167","#0f0f0f","#2e334d","#27447c",NULL,NULL,NULL
"한국","기아","더 뉴 K5 HEV",3326,3954,"중형","가솔린, 하이브리드","17.1","19.8","152","152",2024,109456,"The new K5  세단 디자인의 혁신과 진보를 상징하는 K5의 캐릭터가 스포티하면서도  모던한 세련미를 더한 감성으로 재탄생 했습니다 ",109459,"스노우 화이트 펄(SWP) ","울프 그레이(C7S) ","인터스텔라 그레이(AGT) ","오로라 블랙 펄(ABP) ","그래비티 블루(B4U) ",NULL,NULL,NULL,NULL,NULL,"#e6e7e6","#767a80","#575859","#0f0f0f","#2e334d",NULL,NULL,NULL,NULL,NULL
"유럽","폴스타","폴스타 2 F/L",5490,6389,"중형","전기","3.8","4.8","299","299",2024,109549,"업그레이드 폴스타 2  차세대 전기 모터 및 인버터, 후륜구동 방식으로의 변화, 폴스타 3의 패밀리룩을 계승한 디자인, 생산 과정에서의 탄소 발자국도 줄여 지속가능함도 업그레이드했다 ",109551,"Snow ","Jupiter ","Magnesium ","Thunder ","Midnight ","Space ",NULL,NULL,NULL,NULL,"#ffffff","#d3c8c9","#bfc2c3","#606163","#183a50","#000000",NULL,NULL,NULL,NULL
"유럽","벤츠","The New EQA",6790,7360,"중형 SUV","전기","4.9","4.9","190","190",2025,109648,"The new EQA는 도시 생활을 새롭게 정의합니다   다이내믹한 드라이빙과 편리한 충전 서비스로 더 먼 곳까지 갈 수 있는 전기차의 시대, The new EQA와 함께 새로운 전기차 세상으로 진입하십시오 ",109650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","The New EQB",7660,8200,"중형 SUV","전기","4.1","4.1","228.4","228.4",2025,109657,"The new EQB  순수 전기차로 탄소를 배출하지 않고 소음도 발생하지 않습니다   The new EQB와 함께라면 당신의 여정은 더욱 편안하고 여유로워집니다 ",109602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"미국","포드","Bronco",8160,8160,"중형 SUV","가솔린","8.2","8.2","314","314",2022,112067,"아우터 뱅크스(Outer Banks)모델은 운전자의 라이프 스타일에 맞게 일상을 함께하는  도심형 SUV 로도, 또는 함께 모험을 즐기는 진정한 오프로더로도 활용할 수 있습니다   그곳이 어디든, 어떠한 길이든 브롱코는 떠날 준비가 되었습니다 ",24217,"Shadow Black ","Velocity Blue ","Iconic Silver ","Eruption Green ","Area 51 ","Race Red ","Hot Pepper Red Metallic Tinted Clearcoat ","Cyber Orange Metallic Tri-coat ","Carbonized Gray ","Cactus Gray ","#0b0b0b","#00518a","#747474","#0d3b0f","#445b5f","#b4232a","#8f0204","#e99733","#434445","#8f958b"
"유럽","BMW","i7 M",23180,26340,"대형","전기","3.3","3.3","659","659",2024,112231,"고성능 순수전기 모델  주행 성능과 승차감을 최적화하는 M 전용 서스펜션 기술이 적용   M 특유의 운동성과 민첩성, 그리고 최고 수준의 장거리 승차감과의 결합 ",112233,"Black Sapphire metallic(475) ","Mineral White metallic(A96) ","Oxcide Grey(C4A) ","Brooklyn Grey(C3P) ",NULL,NULL,NULL,NULL,NULL,NULL,"#030406","#d5d6d0","#8a8984","#9da3a3",NULL,NULL,NULL,NULL,NULL,NULL
"한국","기아","더 뉴 카니발",3470,9200,"RV/MPV","디젤, 가솔린","8.2","11.4","202","280",2019,112755,"더 뉴 카니발은 기아의 디자인 철학인 '오퍼짓 유나이티드(Opposites United)’를 반영한 신규 디자인뿐만 아니라 하이브리드 파워트레인을 새롭게 운영하고 승차감 및 정숙성 개선, 다채로운 첨단 및 편의사양 추가로 고급스러운 이미지를 극대화한 것이 특징이다 ",112714,"스노우 화이트 펄(SWP) ","세라믹 실버(C4S) ","판테라 메탈(P2M) ","오로라 블랙 펄(ABP) ","아스트라 블루(D2U) ","아이보리 실버(ISG) ",NULL,NULL,NULL,NULL,"#e6e7e6","#797c7b","#2c2e2f","#0f0f0f","#263344","#b9b9b9",NULL,NULL,NULL,NULL
"한국","기아","더 뉴 카니발 HEV",3925,9650,"RV/MPV","가솔린, 하이브리드","12.4","14","180","180",2024,112757,"단단하고 웅장하게, 정제되고 깔끔하게  높은 연비와 정숙함으로 완성된 친환경 패밀리카 The new Carnival",112750,"스노우 화이트 펄(SWP) ","세라믹 실버(C4S) ","판테라 메탈(P2M) ","오로라 블랙 펄(ABP) ","아스트라 블루(D2U) ","아이보리 실버(ISG) ",NULL,NULL,NULL,NULL,"#e6e7e6","#797c7b","#2c2e2f","#0f0f0f","#263344","#b9b9b9",NULL,NULL,NULL,NULL
"유럽","벤츠","The New GLS-Class F/L",16160,18150,"대형 SUV","가솔린, 디젤","6","10.4","367","557",2024,112955,"다이내믹한 우암화 정교한 기술력 대형 럭셔리 SUV 새로운 기준   새로운 디자인의 범퍼와 새로운 브랜드 프로젝션 로고   그리고 그 어떤 자동차와도 견줄 수 없는 위대한 드라이빙 ",112956,"Emerald Green Metallic(989U) ","Selenite Grey Metallic(992U) ","Manufaktur Alpine Grey(956U) ","High-tech Silver(922U) ","Manufaktur Hyacinth Red Metallic(996U) ","Obsidian Black(197U) ","Sodalite Blue Metalic(842U) ","Polar White(149U) ","Manufaktur Diamond White Bright(885U) ",NULL,"#18221f","#6a6d6f","#8f8e94","#bfbfc4","#a0130d","#424242","#465c8b","#fafafa","#fafafa",NULL
"한국","현대","디 올 뉴 싼타페",3546,4700,"중형 SUV","가솔린","9.4","11","281","281",2024,113046,"일상과 일상 사이를 열다 SANTA FE  완전히 새로운 상품성과 차별화된 감성으로  일상과 아웃도어를 넘나드는 새로운 라이프를 제안합니다 ",47581,"페블 블루 펄(PB2) ","얼씨 브래스 메탈릭 매트(YBM) ","오카도 그린 펄(RN2) ","어비스 블랙 펄(A2B) ","마그네틱 그레이 메탈릭(M2F) ","크리미 화이트 펄(WW2) ","테라코타 오렌지(ZGE) ","크리미 화이트 매트(WWM) ","사이버 세이지 펄(RS2) ",NULL,"#646e70","#6c5545","#7a7650","#000000","#434243","#dddddd","#793721","#F6F5F2","#cacfc9",NULL
"한국","현대","디 올 뉴 싼타페 HEV",4031,5140,"중형 SUV","가솔린, 하이브리드","13","15.5","180","180",2024,113048,"일상과 일상 사이를 열다 SANTA FE  완전히 새로운 상품성과 차별화된 감성으로  일상과 아웃도어를 넘나드는 새로운 라이프를 제안합니다 ",47584,"페블 블루 펄(PB2) ","얼씨 브래스 메탈릭 매트(YBM) ","오카도 그린 펄(RN2) ","어비스 블랙 펄(A2B) ","마그네틱 그레이 메탈릭(M2F) ","크리미 화이트 펄(WW2) ","테라코타 오렌지(ZGE) ","크리미 화이트 매트(WWM) ","사이버 세이지 펄(RS2) ",NULL,"#646e70","#6c5545","#7a7650","#000000","#434243","#dddddd","#793721","#F6F5F2","#cacfc9",NULL
"미국","링컨","All New Nautilus",7740,7740,"대형 SUV","가솔린","9","9","252","252",2024,113598,"올 뉴 노틸러스'는 새로운 디지털 고객 경험과 더불어 링컨만이 추구해온 브랜드 핵심 가치인 ‘궁극의 편안함’을 실현한 SUV다   미래지향적인 외관 디자인과 실내, 2 0 다운사이징 터보 엔진 적용 등이 특징이다 ",113599,"White Platinum ","Infinite Black ","Lustrous Gray ","Silver Radiance ","Blue Panther ","Diamond Red ","Red Carpet ",NULL,NULL,NULL,"#eeefea","#000000","#88888b","#b3b7be","#2a313c","#4a2f2e","#880524",NULL,NULL,NULL
"유럽","벤츠","The New A-Class F/L",4710,6650,"소형","가솔린","10.6","12.2","190","306",2024,113653,"CLASS FOR EVERY DAY   세심한 디자인의 변화와 정교한기술력   차세대 콤팩트 카의 선두주자  EVERYDAY  BUT WITH A-CLASS ",109587,"Sun Yellow(914U) ","Mountain Grey(787) ","Iridium Silver(775) ","Manufaktur Patagonia Red(993U) ","Rose Gold Metallic(817) ","Cosmos Black(191) ","Night Black(696) ","Spectral Blue(970U) ","Digital white(144U) ","Polar White(149U) ","#d6ae23","#6c696a","#b2b1b5","#e41439","#b29995","#464744","#151515","#1a5189","#fafafa","#fafafa"
"유럽","볼보","EX30",4945,5516,"소형 SUV","전기","5.5","5.5","200","200",2024,113983,"컴팩트하지만 라이프를 위한 넉넉함, 볼보자동차의 새로운 순수 전기 SUV   새롭게 디자인된 '토르의 망치' LED 헤드라이트와 낮은 후드, 넓은 휀더 및 범퍼 바깥쪽에 통합된 공기 흡입구가 강력한 이미지를 연출하면서 공기역학을 향상시켰다 ",113985,"Onyx Black(717) ","Vapour Grey ","Crystal White(707) ","Cloud Blue ",NULL,NULL,NULL,NULL,NULL,NULL,"#18171a","#9b9c9f","#ebebeb","#c8d4e1",NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","더 뉴 투싼",2771,4004,"준중형 SUV","가솔린, 디젤","11.2","14.3","180","184",2024,114604,"The new TUCSON  완성된 상품성으로 다이내믹한 경험과 새로운 라이프스타일을 제안합니다   강력한 동력 성능과 효율적인 연비를 겸비한 하이브리드를 비롯해 가솔린, 디젤 엔진까지 최적화된 파워트레인 라인업을 갖추었습니다 ",114606,"파인 그린 매트(RB2) ","티탄 그레이 메탈릭(R4G) ","오션 인디고 펄(PS8) ","얼티메이트 레드 메탈릭(R2P) ","쉬머링 실버 메탈릭(R2T) ","팬텀 블랙 펄(TCM) ","아마존 그레이 메탈릭(A5G) ","크리미 화이트 펄(TW3) ","티타늄 그레이 매트(Y3G) ",NULL,"#363a39","#1a2227","#18202b","#7e1516","#a8abae","#010000","#464c45","#dddddd","#636268",NULL
"한국","현대","더 뉴 투싼 HEV",3356,4304,"준중형 SUV","가솔린, 하이브리드","14.3","16.2","180","180",2024,114607,"The new TUCSON  완성된 상품성으로 다이내믹한 경험과 새로운 라이프스타일을 제안합니다   강력한 동력 성능과 효율적인 연비를 겸비한 하이브리드를 비롯해 가솔린, 디젤 엔진까지 최적화된 파워트레인 라인업을 갖추었습니다 ",114609,"파인 그린 매트(RB2) ","티탄 그레이 메탈릭(R4G) ","오션 인디고 펄(PS8) ","얼티메이트 레드 메탈릭(R2P) ","쉬머링 실버 메탈릭(R2T) ","팬텀 블랙 펄(TCM) ","아마존 그레이 메탈릭(A5G) ","크리미 화이트 펄(TW3) ","티타늄 그레이 매트(Y3G) ",NULL,"#363a39","#1a2227","#18202b","#7e1516","#a8abae","#010000","#464c45","#dddddd","#636268",NULL
"유럽","포르쉐","The New Panamera",17670,30910,"스포츠카","가솔린, 전기, 하이브리드","8","8","360","360",2024,114755,"The new Panamera  Choose boldly   직감에 따라 자유로운 삶을 살고, 이동하는 방식으로도 자신을 표현하며, 자신의 열망에 따라 결정을 내리는 사람들을 위한 스포츠 세단 ",114757,"Frozenblue Metallic ","Montego Blue Metallic ","Lugano Blue ","Gentian Blue Metallic ","Crayon ","Oak Green Metallic neo ","Aventurine Green Metallic ","Madeira Gold Meatllic ","Dolomite Silver Metallic ","Slate Grey Neo ","#89bad1","#387c94","#3864b4","#253b6c","#c7c7bf","#484c3c","#3c3c32","#b87c44","#adb7b9","#9ca4b0"
"일본","토요타","Prius",3990,4990,"준중형","가솔린, 하이브리드, 전기","19.4","19.4","223","223",2024,115102,"하이브리드 리본'을 콘셉트로, 감성을 자극하는 스타일리시한 디자인과 매력적인 퍼포먼스를 갖춘  5세대 프리우스   2세대 TNGA 플랫폼을 채택해 낮은 무게 중심과 2 0 하이브리드, 2 0 플러그인 하이브리드 두 가지 파워트레인 탑재해 퍼포먼스와 연비 두 마리 토끼를 잡았다는 게 가장 큰 특징이다 ",115104,"Emotional Red 2 ","Gray Metallic ","Dark Blue ","Attitude Black Mica ","Mustard ","Platinum White Pearl Mica ","Sliver Metallic ",NULL,NULL,NULL,"#ca0003","#686868","#12193c","#0c0c0c","#a58413","#ffffff","#8b8f91",NULL,NULL,NULL
"유럽","벤츠","GLB-Class F/L",6210,7710,"소형 SUV","가솔린, 디젤","9","14.2","150","306",2024,116410,"컴팩트 DNA를 이어받은 다이내믹한 외관과 여유로운 실내 공간   역동적인 디자인과 민첩한 주행성으로  다재다능한 매력을 지닌 The new GLB",116412,"Mountain Grey(787) ","Iridium Silver(775) ","Manufaktur Patagonia Red(993U) ","Rose Gold Metallic(817) ","Cosmos Black(191) ","Night Black(696) ","Spectral Blue(970U) ","Digital white(144U) ","Polar White(149U) ",NULL,"#6c696a","#b2b1b5","#e41439","#b29995","#464744","#151515","#1a5189","#fafafa","#fafafa",NULL
"유럽","벤츠","GLA-Class F/L",6790,6860,"준중형 SUV","가솔린","10.8","10.8","224","224",2025,116423,"오프로드 디자인 요소로 다이내믹한 라이프 스타일 SUV   최신세대의 MBUX 인포테이먼트가 선사하는 혁신적인 테크놀로지   일상의 즐거움을 완성하는 GLA ",116425,"Mountain Grey(787) ","Manufaktur Mountain Grey(662) ","Iridium Silver(775) ","Manufaktur Patagonia Red(993U) ","Rose Gold Metallic(817) ","Cosmos Black(191) ","Night Black(696) ","Spectral Blue(970U) ","Digital white(144U) ","Polar White(149U) ","#6c696a","#575757","#b2b1b5","#e41439","#b29995","#464744","#151515","#1a5189","#fafafa","#fafafa"
"유럽","벤츠","The New CLA-Class",6250,6320,"중형","가솔린","11.9","11.9","224","224",2025,116430,"우아한 실루엣과 타협하지 않는 디자인,  트렌드를 선도하는 라이프 스타일 Coupe   새롭게 돌아온 The new CLA",116432,"Mountain Grey(787) ","Manufaktur Mountain Grey(662) ","Iridium Silver(775) ","Manufaktur Patagonia Red(993U) ","Rose Gold Metallic(817) ","Cosmos Black(191) ","Night Black(696) ","Hyper Blue(888U) ","Spectral Blue(970U) ","Digital white(144U) ","#6c696a","#575757","#b2b1b5","#e41439","#b29995","#464744","#151515","#0a6081","#1a5189","#fafafa"
